BContinue_Button.started,BContinue_Text.started,BContinue_Button.numClicks,BContinue_Button.timesOn,BContinue_Button.timesOff,RegulationRating_Text.started,RegulationRating_Response.started,RegulationRating_Done.started,participant,session,date,expName,psychopyVersion,frameRate,
9.279141400002118,9.279141400002118,1,[1.1834976000027382],[1.1835018999991007],10.477098900002602,10.477098900002602,10.554801100006443,,,,,,,
