Rating_Text.started,Rating_Response.started,Rating_Done.started,Rating_Response.response,Rating_Response.rt,Rating_Done.numClicks,Rating_Done.timesOn,Rating_Done.timesOff,RegulationRating_Text.started,RegulationRating_Response.started,RegulationRating_Done.started,RegulationRating_Response.response,RegulationRating_Response.rt,RegulationRating_Done.numClicks,RegulationRating_Done.timesOn,RegulationRating_Done.timesOff,Start_Button.started,participant,session,date,expName,psychopyVersion,frameRate,
9.857988700037822,9.857988700037822,10.83204560005106,5.0,4.156196899944916,1,[4.4418993999715894],[4.441902399994433],15.27981760003604,15.27981760003604,16.24882440001238,5.0,7.95163660007529,1,[8.310026200022548],[8.310028700041585],24.557795600034297,,,,,,,
