GetReady_Text.started,GetRead_Cross.started,GetReady_Text.stopped,GetRead_Cross.stopped,participant,session,date,expName,psychopyVersion,frameRate,
7.404215699993074,7.404215699993074,10.403556300094351,10.403556300094351,,,,,,,
