GetReadyTimed_Text.started,NStorySentence_Text.started,NStoryRating_Text.started,NStoryRating_Response.started,NStoryRating_Done.started,NStoryRating_Response.response,NStoryRating_Response.rt,NStoryRating_Done.numClicks,NStoryRating_Done.timesOn,NStoryRating_Done.timesOff,NTrial_NSB.started,NTrial_Cue.started,NTrial_Cue.stopped,NTrial_RatingText.started,NTrial_RatingResponse.started,NTrial_NSB.stopped,NTrial_ResponseDone.started,NTrial_RatingResponse.response,NTrial_RatingResponse.rt,NTrial_ResponseDone.numClicks,NTrial_ResponseDone.timesOn,NTrial_ResponseDone.timesOff,participant,session,date,expName,psychopyVersion,frameRate,
7.2973437999607995,10.294768800027668,13.306453999946825,13.306453999946825,19.103220300050452,5,12.128300600103103,1,[6.723173999926075],[6.723177499952726],25.82689929998014,28.823989199940115,40.828984300023876,40.828984300023876,40.828984300023876,40.83406180003658,41.83361740002874,2,16.258047400042415,1,[0.5352249999996275],[0.535228000022471],,,,,,,
