Rating_Text.started,Rating_Response.started,Rating_Done.started,Rating_Response.response,Rating_Response.rt,Rating_Done.numClicks,Rating_Done.timesOn,Rating_Done.timesOff,RegulationRating_Text.started,RegulationRating_Response.started,RegulationRating_Done.started,RegulationRating_Response.response,RegulationRating_Response.rt,RegulationRating_Done.numClicks,RegulationRating_Done.timesOn,RegulationRating_Done.timesOff,Start_Button.started,participant,session,date,expName,psychopyVersion,frameRate,
9.17240189993754,9.17240189993754,10.500110400025733,3.0,1.3311148000648245,1,[5.844694099971093],[5.844696499989368],16.351363499998115,16.351363499998115,19.537301099975593,3.0,3.6565340999513865,1,[2.4660761000122875],[2.466078700032085],22.00189800001681,,,,,,,
