Rating_Text.started,Rating_Response.started,Rating_Done.started,Rating_Response.response,Rating_Response.rt,Rating_Done.numClicks,Rating_Done.timesOn,Rating_Done.timesOff,RegulationRating_Text.started,RegulationRating_Response.started,RegulationRating_Done.started,RegulationRating_Response.response,RegulationRating_Response.rt,RegulationRating_Done.numClicks,RegulationRating_Done.timesOn,RegulationRating_Done.timesOff,Start_Button.started,participant,session,date,expName,psychopyVersion,frameRate,
9.432056099991314,9.432056099991314,10.412747299997136,2.0,0.9877127000363544,1,[1.0745103999506682],[1.0745131999719888],11.493237899965607,11.493237899965607,12.221132399979979,3.0,0.7261137999594212,1,[0.3975385999074206],[0.39754099992569536],12.616769599961117,,,,,,,
