GetReadyTimed_Text.started,NStorySentence_Text.started,NStoryRating_Text.started,NStoryRating_Response.started,NStoryRating_Done.started,NStoryRating_Response.response,NStoryRating_Response.rt,NStoryRating_Done.numClicks,NStoryRating_Done.timesOn,NStoryRating_Done.timesOff,NTrial_NSB.started,NTrial_Cue.started,NTrial_Cue.stopped,NTrial_RatingText.started,NTrial_RatingResponse.started,NTrial_NSB.stopped,NTrial_ResponseDone.started,NTrial_RatingResponse.response,NTrial_RatingResponse.rt,NTrial_ResponseDone.numClicks,NTrial_ResponseDone.timesOn,NTrial_ResponseDone.timesOff,participant,session,date,expName,psychopyVersion,frameRate,
6.8799277999205515,9.877814800012857,12.888145499979146,12.888145499979146,15.128575699985959,3,11.556910199928097,1,[9.6704709000187],[9.670473899925128],24.80212849995587,27.798599199973978,39.799663699930534,39.799663699930534,39.799663699930534,39.80127519997768,40.842970600002445,3,16.37958529999014,1,[0.7271102999802679],[0.727113000000827],,,,,,,
