Story.thisRepN,Story.thisTrialN,Story.thisN,Story.thisIndex,NegativeStorySentences,GetReady_Text.started,GetRead_Cross.started,StorySentence_Text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,6.791975399944931,6.791975399944931,9.802643500035629,,,,,,,
