Start_Button.started,Start_Button.numClicks,Start_Button.timesOn,Start_Button.timesOff,ConditionTextBox.started,ConditionDone.started,ConditionText.started,ConditionText.stopped,ConditionTextBox.text,ConditionDone.numClicks,ConditionDone.timesOn,ConditionDone.timesOff,GetReady_Text.started,GetRead_Cross.started,participant,session,date,expName,psychopyVersion,frameRate,
10.286157400005322,1,[3.8941577000005054],[3.894160700001521],14.183774500001164,14.183774500001164,14.183774500001164,15.18334909999976,ascas,1,[6.165876600003685],[6.165880500004278],20.346163600006548,20.346163600006548,,,,,,,
