Start_Button.started,Start_Button.numClicks,Start_Button.timesOn,Start_Button.timesOff,ConditionTextBox.started,ConditionDone.started,ConditionText.started,participant,session,date,expName,psychopyVersion,frameRate,
9.33107509999536,1,[0.4352482000031159],[0.43525080000108574],9.767798999993829,9.767798999993829,9.767798999993829,,,,,,,
