Start_Button.started,Start_Button.numClicks,Start_Button.timesOn,Start_Button.timesOff,ConditionTextBox.started,ConditionDone.started,ConditionText.started,participant,session,date,expName,psychopyVersion,frameRate,
9.519219100002374,1,[0.5250056999939261],[0.5250082999991719],10.045633000001544,10.045633000001544,10.045633000001544,,,,,,,
