Start_Button.started,Start_Button.numClicks,Start_Button.timesOn,Start_Button.timesOff,ConditionTextBox.started,ConditionDone.started,ConditionText.started,ConditionText.stopped,participant,session,date,expName,psychopyVersion,frameRate,
17.91977880000013,1,[0.6348280000001978],[0.6348312999998598],18.55724090000149,18.55724090000149,18.55724090000149,19.558071700001165,,,,,,,
