BContinue_Button.started,BContinue_Text.started,BContinue_Button.numClicks,BContinue_Button.timesOn,BContinue_Button.timesOff,RegulationRating_Text.started,RegulationRating_Response.started,RegulationRating_Done.started,participant,session,date,expName,psychopyVersion,frameRate,
9.805868799994641,9.805868799994641,1,[6.077725199997076],[6.077727600000799],15.895147899995209,15.895147899995209,16.03121850000025,,,,,,,
