GetReadyTimed_Text.started,NStorySentence_Text.started,NStoryRating_Text.started,NStoryRating_Response.started,NStoryRating_Done.started,NStoryRating_Response.response,NStoryRating_Response.rt,NStoryRating_Done.numClicks,NStoryRating_Done.timesOn,NStoryRating_Done.timesOff,NTrial_NSB.started,NTrial_Cue.started,NTrial_Cue.stopped,NTrial_RatingText.started,NTrial_RatingResponse.started,NTrial_NSB.stopped,NTrial_ResponseDone.started,NTrial_RatingResponse.response,NTrial_RatingResponse.rt,NTrial_ResponseDone.numClicks,NTrial_ResponseDone.timesOn,NTrial_ResponseDone.timesOff,participant,session,date,expName,psychopyVersion,frameRate,
22.010490500018932,25.00847950007301,28.020259900018573,28.020259900018573,28.944734400021844,5.0,12.542238699970767,1,[11.922767300042324],[11.922772099962458],40.868319000001065,43.865144600044005,55.87005170003977,55.87005170003977,55.87005170003977,55.874583700089715,61.08470630005468,1.0,25.51817910000682,1,[5.8277362999506295],[5.827738899970427],,,,,,,
