Story.thisRepN,Story.thisTrialN,Story.thisN,Story.thisIndex,GetReady_Text.started,StorySentence_Text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,11.04945100005716,14.048756800126284,,,,,,,
